Depot A 1 traded 1 product A for 14$. New balance is 119, stock remaining is 34
Depot A 36 traded 1 product A for 12$. New balance is 100, stock remaining is 33
Depot A 36 traded 1 product A for 12$. New balance is 112, stock remaining is 32
Depot A 36 traded 1 product A for 12$. New balance is 124, stock remaining is 31
Depot A 36 traded 1 product A for 12$. New balance is 136, stock remaining is 30
Depot A 36 traded 1 product A for 12$. New balance is 148, stock remaining is 29
Depot A 36 traded 1 product A for 12$. New balance is 160, stock remaining is 28
Depot A 36 traded 1 product A for 12$. New balance is 172, stock remaining is 27
Depot A 36 traded 1 product A for 12$. New balance is 184, stock remaining is 26
Depot A 36 traded 1 product A for 12$. New balance is 196, stock remaining is 25
Depot A 36 traded 1 product A for 12$. New balance is 208, stock remaining is 24
Depot A 36 traded 1 product A for 12$. New balance is 220, stock remaining is 23
Depot A 36 traded 1 product A for 12$. New balance is 232, stock remaining is 22
Depot A 36 traded 1 product A for 12$. New balance is 244, stock remaining is 21
Depot A 36 traded 1 product A for 12$. New balance is 256, stock remaining is 20
Depot A 36 traded 1 product A for 12$. New balance is 268, stock remaining is 19
Depot A 36 traded 1 product A for 12$. New balance is 280, stock remaining is 18
Depot A 36 traded 1 product A for 12$. New balance is 292, stock remaining is 17
Depot A 36 traded 1 product A for 12$. New balance is 304, stock remaining is 16
Depot A 36 traded 1 product A for 12$. New balance is 316, stock remaining is 15
Depot A 39 traded 1 product A for 14$. New balance is 89, stock remaining is 34
Depot A 39 traded 1 product A for 14$. New balance is 103, stock remaining is 33
Depot A 39 traded 1 product A for 14$. New balance is 117, stock remaining is 32
Depot A 39 traded 1 product A for 14$. New balance is 131, stock remaining is 31
Depot A 39 traded 1 product A for 14$. New balance is 145, stock remaining is 30
Depot A 39 traded 1 product A for 14$. New balance is 159, stock remaining is 29
Depot A 39 traded 1 product A for 14$. New balance is 173, stock remaining is 28
Depot A 39 traded 1 product A for 14$. New balance is 187, stock remaining is 27
Depot A 39 traded 1 product A for 14$. New balance is 201, stock remaining is 26
Depot A 39 traded 1 product A for 14$. New balance is 215, stock remaining is 25
Depot A 39 traded 1 product A for 14$. New balance is 229, stock remaining is 24
Depot A 39 traded 1 product A for 14$. New balance is 243, stock remaining is 23
Depot A 39 traded 1 product A for 14$. New balance is 257, stock remaining is 22
Depot A 39 traded 1 product A for 14$. New balance is 271, stock remaining is 21
Depot A 39 traded 1 product A for 14$. New balance is 285, stock remaining is 20
Depot A 39 traded 1 product A for 14$. New balance is 299, stock remaining is 19
Depot A 39 traded 1 product A for 14$. New balance is 313, stock remaining is 18
Depot A 39 traded 1 product A for 14$. New balance is 327, stock remaining is 17
Depot A 39 traded 1 product A for 14$. New balance is 341, stock remaining is 16
Depot A 39 traded 1 product A for 14$. New balance is 355, stock remaining is 15
Depot A 41 traded 1 product A for 2$. New balance is 92, stock remaining is 31
Depot A 41 traded 1 product A for 2$. New balance is 94, stock remaining is 30
Depot A 41 traded 1 product A for 2$. New balance is 96, stock remaining is 29
Depot A 41 traded 1 product A for 2$. New balance is 98, stock remaining is 28
Depot A 41 traded 1 product A for 2$. New balance is 100, stock remaining is 27
Depot A 41 traded 1 product A for 2$. New balance is 102, stock remaining is 26
Depot A 41 traded 1 product A for 2$. New balance is 104, stock remaining is 25
Depot A 41 traded 1 product A for 2$. New balance is 106, stock remaining is 24
Depot A 41 traded 1 product A for 2$. New balance is 108, stock remaining is 23
Depot A 41 traded 1 product A for 2$. New balance is 110, stock remaining is 22
Depot A 41 traded 1 product A for 2$. New balance is 112, stock remaining is 21
Depot A 41 traded 1 product A for 2$. New balance is 114, stock remaining is 20
Depot A 41 traded 1 product A for 2$. New balance is 116, stock remaining is 19
Depot A 41 traded 1 product A for 2$. New balance is 118, stock remaining is 18
Depot A 41 traded 1 product A for 2$. New balance is 120, stock remaining is 17
Depot A 41 traded 1 product A for 2$. New balance is 122, stock remaining is 16
Depot A 41 traded 1 product A for 2$. New balance is 124, stock remaining is 15
Depot A 42 traded 1 product A for 18$. New balance is 85, stock remaining is 30
Depot A 42 traded 1 product A for 18$. New balance is 103, stock remaining is 29
Depot A 42 traded 1 product A for 18$. New balance is 121, stock remaining is 28
Depot A 42 traded 1 product A for 18$. New balance is 139, stock remaining is 27
Depot A 42 traded 1 product A for 18$. New balance is 157, stock remaining is 26
Depot A 42 traded 1 product A for 18$. New balance is 175, stock remaining is 25
Depot A 42 traded 1 product A for 18$. New balance is 193, stock remaining is 24
Depot A 42 traded 1 product A for 18$. New balance is 211, stock remaining is 23
Depot A 42 traded 1 product A for 18$. New balance is 229, stock remaining is 22
Depot A 42 traded 1 product A for 18$. New balance is 247, stock remaining is 21
Depot A 42 traded 1 product A for 18$. New balance is 265, stock remaining is 20
Depot A 42 traded 1 product A for 18$. New balance is 283, stock remaining is 19
Depot A 42 traded 1 product A for 18$. New balance is 301, stock remaining is 18
Depot A 42 traded 1 product A for 18$. New balance is 319, stock remaining is 17
Depot A 42 traded 1 product A for 18$. New balance is 337, stock remaining is 16
Depot A 42 traded 1 product A for 18$. New balance is 355, stock remaining is 15
Depot A 43 traded 1 product A for 14$. New balance is 89, stock remaining is 34
Depot A 43 traded 1 product A for 14$. New balance is 103, stock remaining is 33
Depot A 43 traded 1 product A for 14$. New balance is 117, stock remaining is 32
Depot A 43 traded 1 product A for 14$. New balance is 131, stock remaining is 31
Depot A 43 traded 1 product A for 14$. New balance is 145, stock remaining is 30
Depot A 43 traded 1 product A for 14$. New balance is 159, stock remaining is 29
Depot A 43 traded 1 product A for 14$. New balance is 173, stock remaining is 28
Depot A 43 traded 1 product A for 14$. New balance is 187, stock remaining is 27
Depot A 43 traded 1 product A for 14$. New balance is 201, stock remaining is 26
Depot A 43 traded 1 product A for 14$. New balance is 215, stock remaining is 25
Depot A 43 traded 1 product A for 14$. New balance is 229, stock remaining is 24
Depot A 43 traded 1 product A for 14$. New balance is 243, stock remaining is 23
Depot A 43 traded 1 product A for 14$. New balance is 257, stock remaining is 22
Depot A 43 traded 1 product A for 14$. New balance is 271, stock remaining is 21
Depot A 43 traded 1 product A for 14$. New balance is 285, stock remaining is 20
Depot A 43 traded 1 product A for 14$. New balance is 299, stock remaining is 19
Depot A 43 traded 1 product A for 14$. New balance is 313, stock remaining is 18
Depot A 43 traded 1 product A for 14$. New balance is 327, stock remaining is 17
Depot A 43 traded 1 product A for 14$. New balance is 341, stock remaining is 16
Depot A 43 traded 1 product A for 14$. New balance is 355, stock remaining is 15
Depot A 44 traded 1 product A for 6$. New balance is 86, stock remaining is 32
Depot A 44 traded 1 product A for 6$. New balance is 92, stock remaining is 31
Depot A 44 traded 1 product A for 6$. New balance is 98, stock remaining is 30
Depot A 44 traded 1 product A for 6$. New balance is 104, stock remaining is 29
Depot A 44 traded 1 product A for 6$. New balance is 110, stock remaining is 28
Depot A 44 traded 1 product A for 6$. New balance is 116, stock remaining is 27
Depot A 44 traded 1 product A for 6$. New balance is 122, stock remaining is 26
Depot A 44 traded 1 product A for 6$. New balance is 128, stock remaining is 25
Depot A 44 traded 1 product A for 6$. New balance is 134, stock remaining is 24
Depot A 44 traded 1 product A for 6$. New balance is 140, stock remaining is 23
Depot A 44 traded 1 product A for 6$. New balance is 146, stock remaining is 22
Depot A 44 traded 1 product A for 6$. New balance is 152, stock remaining is 21
Depot A 44 traded 1 product A for 6$. New balance is 158, stock remaining is 20
Depot A 44 traded 1 product A for 6$. New balance is 164, stock remaining is 19
Depot A 44 traded 1 product A for 6$. New balance is 170, stock remaining is 18
Depot A 44 traded 1 product A for 6$. New balance is 176, stock remaining is 17
Depot A 44 traded 1 product A for 6$. New balance is 182, stock remaining is 16
Depot A 44 traded 1 product A for 6$. New balance is 188, stock remaining is 15
Depot A 45 traded 1 product A for 14$. New balance is 98, stock remaining is 15
Depot A 46 traded 1 product A for 16$. New balance is 89, stock remaining is 26
Depot A 46 traded 1 product A for 16$. New balance is 105, stock remaining is 25
Depot A 46 traded 1 product A for 16$. New balance is 121, stock remaining is 24
Depot A 46 traded 1 product A for 16$. New balance is 137, stock remaining is 23
Depot A 46 traded 1 product A for 16$. New balance is 153, stock remaining is 22
Depot A 46 traded 1 product A for 16$. New balance is 169, stock remaining is 21
Depot A 46 traded 1 product A for 16$. New balance is 185, stock remaining is 20
Depot A 46 traded 1 product A for 16$. New balance is 201, stock remaining is 19
Depot A 46 traded 1 product A for 16$. New balance is 217, stock remaining is 18
Depot A 46 traded 1 product A for 16$. New balance is 233, stock remaining is 17
Depot A 46 traded 1 product A for 16$. New balance is 249, stock remaining is 16
Depot A 46 traded 1 product A for 16$. New balance is 265, stock remaining is 15
Depot A 47 traded 1 product A for 2$. New balance is 67, stock remaining is 16
Depot A 47 traded 1 product A for 2$. New balance is 69, stock remaining is 15
Depot A 49 traded 1 product A for 8$. New balance is 78, stock remaining is 38
Depot A 49 traded 1 product A for 8$. New balance is 86, stock remaining is 37
Depot A 49 traded 1 product A for 8$. New balance is 94, stock remaining is 36
Depot A 49 traded 1 product A for 8$. New balance is 102, stock remaining is 35
Depot A 49 traded 1 product A for 8$. New balance is 110, stock remaining is 34
Depot A 49 traded 1 product A for 8$. New balance is 118, stock remaining is 33
Depot A 49 traded 1 product A for 8$. New balance is 126, stock remaining is 32
Depot A 49 traded 1 product A for 8$. New balance is 134, stock remaining is 31
Depot A 49 traded 1 product A for 8$. New balance is 142, stock remaining is 30
Depot A 49 traded 1 product A for 8$. New balance is 150, stock remaining is 29
Depot A 49 traded 1 product A for 8$. New balance is 158, stock remaining is 28
Depot A 49 traded 1 product A for 8$. New balance is 166, stock remaining is 27
Depot A 49 traded 1 product A for 8$. New balance is 174, stock remaining is 26
Depot A 49 traded 1 product A for 8$. New balance is 182, stock remaining is 25
Depot A 49 traded 1 product A for 8$. New balance is 190, stock remaining is 24
Depot A 49 traded 1 product A for 8$. New balance is 198, stock remaining is 23
Depot A 49 traded 1 product A for 8$. New balance is 206, stock remaining is 22
Depot A 49 traded 1 product A for 8$. New balance is 214, stock remaining is 21
Depot A 49 traded 1 product A for 8$. New balance is 222, stock remaining is 20
Depot A 49 traded 1 product A for 8$. New balance is 230, stock remaining is 19
Depot A 49 traded 1 product A for 8$. New balance is 238, stock remaining is 18
Depot A 49 traded 1 product A for 8$. New balance is 246, stock remaining is 17
Depot A 49 traded 1 product A for 8$. New balance is 254, stock remaining is 16
Depot A 49 traded 1 product A for 8$. New balance is 262, stock remaining is 15
Depot A 50 traded 1 product A for 12$. New balance is 105, stock remaining is 26
Depot A 50 traded 1 product A for 12$. New balance is 117, stock remaining is 25
Depot A 50 traded 1 product A for 12$. New balance is 129, stock remaining is 24
Depot A 50 traded 1 product A for 12$. New balance is 141, stock remaining is 23
Depot A 50 traded 1 product A for 12$. New balance is 153, stock remaining is 22
Depot A 50 traded 1 product A for 12$. New balance is 165, stock remaining is 21
